,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginCityMarketID,Origin,DestCityMarketID,Dest,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DivAirportLandings,N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,TYPE REGISTRANT,NAME,STREET,STREET2,CITY,STATE,ZIP CODE,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,OTHER NAMES(1),OTHER NAMES(2),OTHER NAMES(3),OTHER NAMES(4),OTHER NAMES(5),EXPIRATION DATE,UNIQUE ID,KIT MFR, KIT MODEL,MODE S CODE HEX,CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,CODE_aircraft,MFR_aircraft,MODEL_aircraft,TYPE-ACFT,TYPE-ENG,AC-CAT,BUILD-CERT-IND,NO-ENG,NO-SEATS,AC-WEIGHT,SPEED,TC-DATA-SHEET,TC-DATA-HOLDER,faa_registration_origin,Origin_DISPLAY_AIRPORT_NAME,Origin_DISPLAY_AIRPORT_CITY_NAME_FULL,Origin_LATITUDE,Origin_LONGITUDE,Dest_DISPLAY_AIRPORT_NAME,Dest_DISPLAY_AIRPORT_CITY_NAME_FULL,Dest_LATITUDE,Dest_LONGITUDE
62,2019,1,2,20,3,2019-02-20 00:00:00,OO,492SW,5685,32457,SFO,33964,OTH,1133,1124,-9,0,0,-1,1100-1159,22,1146,1311,4,1325,1315,-10,0,0,-1,1300-1359,0,,0,112,111,85,1,412,2,0,0,0,0,0,0,492SW,7168                          ,1900309,30015,1997,3,SKYWEST AIRLINES INC                              ,444 SOUTH RIVER RD               ,                                 ,ST GEORGE         ,UT,84790     ,S,053,US,20220823,20070417,1T        ,5,5,V ,51414453.0, ,19970508,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20260131,896531,                              ,                    ,A6192B    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1900309,CANADAIR                      ,CL-600-2B19         ,5,5.0,1.0,0.0,2.0,55.0,CLASS 3,0.0,               ,                                                  ,2022.0,San Francisco International,"San Francisco, CA",37.61888889,-122.37555556,Southwest Oregon Regional,"North Bend/Coos Bay, OR",43.41694444,-124.24694444
63,2020,2,6,12,5,2020-06-12 00:00:00,WN,8624J,1035,32575,LAX,30397,ATL,0905,0904,-1,0,0,-1,0900-0959,7,0911,1552,6,1630,1558,-32,0,0,-2,1600-1659,0,,0,265,234,221,1,1947,8,0,0,0,0,0,0,8624J,37004                         ,138440A,13078,2014,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DRIVE HDQ-4GC    ,                                 ,DALLAS            ,TX,75235     ,2,113,US,20230122,20140421,1T        ,5,5,V ,52754462.0, ,20140325,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270430,1134695,                              ,                    ,ABD932    ,13078,CFM INTL  ,CFM56-7B27E  ,5 ,0.0,27300.0,138440A,BOEING                        ,737-8H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556,Hartsfield-Jackson Atlanta International,"Atlanta, GA",33.63666667,-84.42777778
64,2015,4,10,4,7,2015-10-04 00:00:00,AS,553AS,608,30559,SEA,32211,LAS,2135,2134,-1,0,0,-1,2100-2159,15,2149,2343,7,2353,2350,-3,0,0,-1,2300-2359,0,,0,138,136,114,1,867,4,0,0,0,0,0,0,553AS,34594                         ,1384527,13802,2006,3,ALASKA AIRLINES INC                               ,C/O LEGAL DEPT - SEAZL           ,19300 INTERNATIONAL BLVD         ,SEATTLE           ,WA,98188     ,S,033,US,20230915,20060330,1T        ,5,5,V ,51605241.0, ,20060330,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291130,207709,                              ,                    ,A70AA1    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384527,BOEING                        ,737-890             ,5,5.0,1.0,0.0,2.0,149.0,CLASS 3,0.0,               ,                                                  ,2023.0,Seattle/Tacoma International,"Seattle, WA",47.45,-122.31166667,Harry Reid International,"Las Vegas, NV",36.08,-115.15222222
65,2019,2,6,15,6,2019-06-15 00:00:00,YV,906FJ,5827,30194,DFW,33256,MFE,1605,1600,-5,0,0,-1,1600-1659,14,1614,1720,4,1734,1724,-10,0,0,-1,1700-1759,0,,0,89,84,66,1,469,2,0,0,0,0,0,0,906FJ,15006                         ,1390016,30015,2003,3,MESA AIRLINES INC                                 ,410 N 44TH ST STE 700            ,                                 ,PHOENIX           ,AZ,850087608 ,4,013,US,20230519,20180629,1T        ,5,5,V ,53102774.0, ,20030728,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280630,59889,                              ,                    ,AC85FC    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390016,BOMBARDIER INC                ,CL-600-2D24         ,5,5.0,1.0,0.0,2.0,95.0,CLASS 3,0.0,               ,                                                  ,2023.0,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",32.89722222,-97.03777778,McAllen International,"Mission/McAllen/Edinburg, TX",26.17583333,-98.23861111
66,2023,2,6,5,1,2023-06-05 00:00:00,AS,493AS,139,30977,ORD,30299,ANC,0845,0955,70,70,1,4,0800-0859,32,1027,1257,4,1220,1301,41,41,1,2,1200-1259,0,,0,395,366,330,1,2846,11,0,0,41,0,0,0,493AS,41727                         ,13848CE,13078,2016,3,ALASKA AIRLINES INC                               ,C/O LEGAL DEPARTMENT - SEAZL     ,19300 INTERNATIONAL BLVD         ,SEATTLE           ,WA,98188     ,S,033,US,20230718,20160202,1T        ,5,5,V ,51415516.0, ,20160129,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290228,1199863,                              ,                    ,A61B4E    ,13078,CFM INTL  ,CFM56-7B27E  ,5 ,0.0,27300.0,13848CE,BOEING                        ,737-990ER           ,5,5.0,1.0,0.0,2.0,222.0,CLASS 3,0.0,               ,                                                  ,2023.0,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556,Ted Stevens Anchorage International,"Anchorage, AK",61.17416667,-149.99805556
67,2017,4,12,15,5,2017-12-15 00:00:00,F9,235FR,1869,33105,CVG,30466,PHX,0600,0558,-2,0,0,-1,0600-0659,14,0612,0736,27,0831,0803,-28,0,0,-2,0800-0859,0,,0,271,245,204,1,1569,7,0,0,0,0,0,0,235FR,7272                          ,3940006,13090,2016,7,ALC A320 7272 LLC                                 ,2140 S DUPONT HWY                ,                                 ,CAMDEN            ,DE,199341249 ,1,001,US,20230902,20160908,1T        ,5,5,V ,50415640.0, ,20160909,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290930,1225322,                              ,                    ,A21BA0    ,13090,CFM INTL  ,CFM56-5B4/3  ,5 ,0.0,27000.0,3940006,AIRBUS                        ,A320-214            ,5,5.0,1.0,0.0,2.0,182.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Cincinnati/Northern Kentucky International,"Cincinnati, OH",39.04888889,-84.66777778,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667
68,2022,1,3,24,4,2022-03-24 00:00:00,UA,66841,440,30325,DEN,32575,LAX,1734,1848,74,74,1,4,1700-1759,15,1903,2001,6,1910,2007,57,57,1,3,1900-1959,0,,0,156,139,118,1,862,4,10,0,0,0,47,0,66841,42182                         ,13848A3,13078,2015,3,UNITED AIRLINES INC                               ,233 S WACKER DR                  ,                                 ,CHICAGO           ,IL,606067147 ,C,031,US,20230421,20150206,1T        ,5,5,V ,52152357.0, ,20150126,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280229,1168761,                              ,                    ,A8D4EF    ,13078,CFM INTL  ,CFM56-7B27E  ,5 ,0.0,27300.0,13848A3,BOEING                        ,737-924ER           ,5,5.0,1.0,0.0,2.0,191.0,CLASS 3,0.0,               ,                                                  ,2023.0,Denver International,"Denver, CO",39.86166667,-104.67305556,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556
69,2015,2,5,23,6,2015-05-23 00:00:00,WN,727SW,1997,30466,PHX,30325,DEN,0605,0603,-2,0,0,-1,0600-0659,6,0609,0825,12,0900,0837,-23,0,0,-2,0900-0959,0,,0,115,94,76,1,602,3,0,0,0,0,0,0,727SW,27859                         ,1384404,13802,1999,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR HDQ-4GC       ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230310,19990621,1T        ,5,5,V ,52337462.0, ,19990520,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270831,906761,                              ,                    ,A9BF32    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667,Denver International,"Denver, CO",39.86166667,-104.67305556
70,2015,4,10,21,3,2015-10-21 00:00:00,WN,457WN,479,33570,SAN,32457,OAK,1345,1345,0,0,0,0,1300-1359,8,1353,1500,15,1510,1515,5,5,0,0,1500-1559,0,,0,85,90,67,1,446,2,0,0,0,0,0,0,457WN,33856                         ,1384404,13802,2004,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR               ,HDQ-4GC                          ,DALLAS            ,TX,75235     ,2,113,US,20230122,20040511,1T        ,5,5,V ,51307036.0, ,20040408,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270630,60059,                              ,                    ,A58E1E    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,San Diego International,"San Diego, CA",32.73361111,-117.18972222,Metro Oakland International,"Oakland, CA",37.72138889,-122.22111111
71,2022,2,6,13,1,2022-06-13 00:00:00,OO,208SY,5498,30852,DCA,31453,IAH,1255,1254,-1,0,0,-1,1200-1259,20,1314,1456,5,1515,1501,-14,0,0,-1,1500-1559,0,,0,200,187,162,1,1208,5,0,0,0,0,0,0,208SY,17000644                      ,3260415,30061,2017,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,053,US,20230105,20170406,1T        ,5,5,V ,50330542.0, ,20170406,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300430,1248694,                              ,                    ,A1B162    ,30061,GE        ,CF34-8E5     ,5 ,0.0,14510.0,3260415,EMBRAER S A                   ,ERJ 170-200 LR      ,5,5.0,1.0,0.0,2.0,88.0,CLASS 3,0.0,               ,                                                  ,2023.0,Ronald Reagan Washington National,"Washington, DC",38.85138889,-77.03777778,George Bush Intercontinental/Houston,"Houston, TX",29.98444444,-95.34138889
72,2015,1,1,10,6,2015-01-10 00:00:00,AA,3LYAA,1169,30977,ORD,32575,LAX,0955,0948,-7,0,0,-1,0900-0959,18,1006,1206,11,1229,1217,-12,0,0,-1,1200-1259,0,,0,274,269,240,1,1744,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556
73,2018,3,7,9,1,2018-07-09 00:00:00,WN,414WN,435,31454,MCO,30852,BWI,2230,2230,0,0,0,0,2200-2259,12,2242,0024,1,0035,0025,-10,0,0,-1,0001-0559,0,,0,125,115,102,1,787,4,0,0,0,0,0,0,414WN,29820                         ,1384404,13802,2001,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20220907,20020322,1T        ,5,5,V ,51162375.0, ,20011004,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291231,943674,                              ,                    ,A4E4FD    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Orlando International,"Orlando, FL",28.42944444,-81.30888889,Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",39.17583333,-76.66888889
74,2020,1,1,22,3,2020-01-22 00:00:00,OO,471CA,5223,32575,BUR,32457,SFO,1620,1614,-6,0,0,-1,1600-1659,19,1633,1734,2,1757,1736,-21,0,0,-2,1700-1759,0,,0,97,82,61,1,326,2,0,0,0,0,0,0,471CA,7655                          ,1390008,30015,2002,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,053,US,20230407,20201202,1T        ,5,5,V ,51342404.0, ,20020727,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20271231,144094,                              ,                    ,A5C504    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390008,BOMBARDIER INC                ,CL-600-2B19         ,5,5.0,1.0,0.0,2.0,55.0,CLASS 3,0.0,               ,                                                  ,2023.0,Bob Hope,"Burbank, CA",34.20055556,-118.35861111,San Francisco International,"San Francisco, CA",37.61888889,-122.37555556
75,2023,2,4,22,6,2023-04-22 00:00:00,WN,7883A,2744,30423,AUS,33851,OKC,1355,1503,68,68,1,4,1300-1359,17,1520,1615,4,1520,1619,59,59,1,3,1500-1559,0,,0,85,76,55,1,358,2,52,0,0,0,7,0,7883A,30277                         ,13845AA,13044,2001,3,BANK OF UTAH TRUSTEE                              ,50 S 200 E STE 110               ,                                 ,SALT LAKE CITY    ,UT,841111617 ,S,035,US,20230721,20220317,1T        ,5,5,V ,52530400.0, ,20170104,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290331,38129,                              ,                    ,AAB100    ,13044,CFM INTL  ,CFM56-7B24   ,5 ,0.0,24200.0,13845AA,BOEING                        ,737-76Q             ,5,5.0,1.0,0.0,2.0,149.0,CLASS 3,0.0,               ,                                                  ,2023.0,Robert Mueller Municipal,"Austin, TX",30.29805556,-97.70138889,Will Rogers World,"Oklahoma City, OK",35.39305556,-97.60083333
76,2022,1,2,8,2,2022-02-08 00:00:00,UA,28478,2481,32457,SFO,31453,IAH,1835,1822,-13,0,0,-1,1800-1859,15,1837,2345,9,0021,2354,-27,0,0,-2,0001-0559,0,,0,226,212,188,1,1635,7,0,0,0,0,0,0,28478,31649                         ,13848A3,13078,2013,3,UNITED AIRLINES INC                               ,233 SOUTH WACKER DR              ,                                 ,CHICAGO           ,IL,60606     ,C,031,US,20230818,20130725,1T        ,5,5,V ,50560105.0, ,20130723,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290731,1114398,                              ,                    ,A2E045    ,13078,CFM INTL  ,CFM56-7B27E  ,5 ,0.0,27300.0,13848A3,BOEING                        ,737-924ER           ,5,5.0,1.0,0.0,2.0,191.0,CLASS 3,0.0,               ,                                                  ,2023.0,San Francisco International,"San Francisco, CA",37.61888889,-122.37555556,George Bush Intercontinental/Houston,"Houston, TX",29.98444444,-95.34138889
77,2019,1,1,13,7,2019-01-13 00:00:00,OO,751EV,3218,30615,ELP,30466,PHX,1153,1147,-6,0,0,-1,1100-1159,12,1159,1304,8,1334,1312,-22,0,0,-2,1300-1359,0,,0,101,85,65,1,347,2,0,0,0,0,0,0,751EV,10163                         ,1390015,30015,2004,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,053,US,20230701,20181220,1T        ,5,5,V ,52417070.0, ,20040917,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20281231,131239,                              ,                    ,AA1E38    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390015,BOMBARDIER INC                ,CL-600-2C10         ,5,5.0,1.0,0.0,2.0,80.0,CLASS 3,0.0,               ,                                                  ,2023.0,El Paso International,"El Paso, TX",31.80722222,-106.37638889,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667
78,2017,2,4,15,6,2017-04-15 00:00:00,WN,947WN,4721,32457,OAK,32575,SNA,2020,2020,0,0,0,0,2000-2059,10,2030,2134,5,2140,2139,-1,0,0,-1,2100-2159,0,,0,80,79,64,1,371,2,0,0,0,0,0,0,947WN,36924                         ,1384404,13074,2010,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR HDQ-4GC       ,                                 ,DALLAS            ,TX,75235     ,2,113,US,20230310,20100618,1T        ,5,5,V ,53224452.0, ,20100529,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270831,1048427,                              ,                    ,AD292A    ,13074,CFM INTL  ,CFM56-7B24/3 ,5 ,0.0,22800.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Metro Oakland International,"Oakland, CA",37.72138889,-122.22111111,John Wayne Airport-Orange County,"Santa Ana, CA",33.67555556,-117.86833333
79,2018,3,9,20,4,2018-09-20 00:00:00,WN,7887A,6554,32211,LAS,32575,SNA,0720,0719,-1,0,0,-1,0700-0759,12,0731,0810,3,0820,0813,-7,0,0,-1,0800-0859,0,,0,60,54,39,1,226,1,0,0,0,0,0,0,7887A,35123                         ,13844C3,13044,2007,3,BANK OF UTAH TRUSTEE                              ,50 S 200 E STE 110               ,                                 ,SALT LAKE CITY    ,UT,841111617 ,S,035,US,20221223,20191210,1T        ,5,5,V ,52530614.0, ,20180206,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291231,1062115,                              ,                    ,AAB18C    ,13044,CFM INTL  ,CFM56-7B24   ,5 ,0.0,24200.0,13844C3,BOEING                        ,737-752             ,5,5.0,1.0,0.0,2.0,149.0,CLASS 3,0.0,               ,                                                  ,2023.0,Harry Reid International,"Las Vegas, NV",36.08,-115.15222222,John Wayne Airport-Orange County,"Santa Ana, CA",33.67555556,-117.86833333
80,2021,1,3,17,3,2021-03-17 00:00:00,OO,738SK,3013,32575,LAX,30325,DEN,1417,1413,-4,0,0,-1,1400-1459,14,1427,1718,10,1746,1728,-18,0,0,-2,1700-1759,0,,0,149,135,111,1,862,4,0,0,0,0,0,0,738SK,10195                         ,1390015,30015,2005,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,SAINT GEORGE      ,UT,847902085 ,S,053,US,20230329,20230329,1T        ,5,5,V ,52365135.0, ,20050129,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300331,156029,                              ,                    ,A9EA5D    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390015,BOMBARDIER INC                ,CL-600-2C10         ,5,5.0,1.0,0.0,2.0,80.0,CLASS 3,0.0,               ,                                                  ,2023.0,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556,Denver International,"Denver, CO",39.86166667,-104.67305556
81,2016,1,2,15,1,2016-02-15 00:00:00,WN,209WN,1817,32575,SNA,34057,PDX,1810,1812,2,2,0,0,1800-1859,11,1823,2026,4,2035,2030,-5,0,0,-1,2000-2059,0,,0,145,138,123,1,859,4,0,0,0,0,0,0,209WN,32484                         ,1384404,13802,2005,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDG-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230122,20050505,1T        ,5,5,V ,50332563.0, ,20050422,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270630,114119,                              ,                    ,A1B573    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,John Wayne Airport-Orange County,"Santa Ana, CA",33.67555556,-117.86833333,Portland International,"Portland, OR",45.58861111,-122.59694444
82,2015,3,9,29,2,2015-09-29 00:00:00,B6,629JB,1512,31714,RSW,31703,EWR,1200,1150,-10,0,0,-1,1200-1259,10,1200,1425,4,1448,1429,-19,0,0,-2,1400-1459,0,,0,168,159,145,1,1068,5,0,0,0,0,0,0,629JB,2580                          ,3940004,34601,2005,3,JETBLUE AIRWAYS                                   ,27-01 QUEENS PLAZA NORTH         ,                                 ,LONG ISLAND CITY  ,NY,111014020 ,1,081,US,20230616,20051103,1T        ,5,5,V ,52034166.0, ,20051104,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20281031,213179,                              ,                    ,A83876    ,34601,IAE       ,V2500SERIES  ,4 ,0.0,25000.0,3940004,AIRBUS                        ,A320-232            ,5,5.0,1.0,0.0,2.0,200.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Southwest Florida International,"Fort Myers, FL",26.53611111,-81.75527778,Newark Liberty International,"Newark, NJ",40.6925,-74.16861111
83,2016,1,3,10,4,2016-03-10 00:00:00,WN,952WN,3414,30466,PHX,30423,AUS,2045,2043,-2,0,0,-1,2000-2059,10,2053,2350,5,2350,2355,5,5,0,0,2300-2359,0,,0,125,132,117,1,872,4,0,0,0,0,0,0,952WN,36667                         ,1384404,13074,2010,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20220907,20101227,1T        ,5,5,V ,53237026.0, ,20101123,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291231,1057417,                              ,                    ,AD3E16    ,13074,CFM INTL  ,CFM56-7B24/3 ,5 ,0.0,22800.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667,Robert Mueller Municipal,"Austin, TX",30.29805556,-97.70138889
84,2019,4,10,16,3,2019-10-16 00:00:00,WN,249WN,904,30466,PHX,30423,AUS,1135,1209,34,34,1,2,1100-1159,16,1225,1617,5,1545,1622,37,37,1,2,1500-1559,0,,0,130,133,112,1,872,4,34,0,3,0,0,0,249WN,34951                         ,1384404,13044,2006,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230911,20060830,1T        ,5,5,V ,50451557.0, ,20060728,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280229,218729,                              ,                    ,A2536F    ,13044,CFM INTL  ,CFM56-7B24   ,5 ,0.0,24200.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667,Austin - Bergstrom International,"Austin, TX",30.19444444,-97.67
85,2023,1,2,13,1,2023-02-13 00:00:00,AA,941AN,1890,30194,DFW,31295,DTW,1705,1742,37,37,1,2,1700-1759,10,1752,2049,10,2036,2059,23,23,1,1,2000-2059,0,,0,151,137,117,1,986,4,21,0,0,0,2,0,941AN,29534                         ,13844CB,13802,2000,3,AMERICAN AIRLINES INC                             ,1 SKYVIEW DR                     ,MD 8B369                         ,FORT WORTH        ,TX,76155     ,2,439,US,20230421,20000816,1T        ,5,5,V ,53210354.0, ,20000814,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280229,923797,                              ,                    ,AD10EC    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,13844CB,BOEING                        ,737-823             ,5,5.0,1.0,0.0,2.0,162.0,CLASS 3,0.0,               ,                                                  ,2023.0,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",32.89722222,-97.03777778,Detroit Metro Wayne County,"Detroit, MI",42.2125,-83.35333333
86,2019,2,4,8,1,2019-04-08 00:00:00,OO,762SK,3267,33198,MCI,30977,ORD,1047,1103,16,16,1,1,1000-1059,16,1119,1224,11,1223,1235,12,12,0,0,1200-1259,0,,0,96,92,65,1,403,2,0,0,0,0,0,0,762SK,10226                         ,1390015,30052,2005,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,SAINT GEORGE      ,UT,847902085 ,S,053,US,20230329,20230329,1T        ,5,5,V ,52445220.0, ,20051031,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300331,212709,                              ,                    ,AA4A90    ,30052,GE        ,CF34-8C5B1   ,5 ,0.0,13790.0,1390015,BOMBARDIER INC                ,CL-600-2C10         ,5,5.0,1.0,0.0,2.0,80.0,CLASS 3,0.0,               ,                                                  ,2023.0,Kansas City International,"Kansas City, MO",39.2975,-94.71388889,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556
87,2021,1,3,14,7,2021-03-14 00:00:00,DL,824NW,1056,30397,ATL,31650,MSP,1100,1119,19,19,1,1,1100-1159,8,1127,1245,4,1239,1249,10,10,0,0,1200-1259,0,,0,159,150,138,1,907,4,0,0,0,0,0,0,824NW,1637                          ,3940070,30073,2015,3,DELTA AIR LINES INC                               ,1775 MH JACKSON SERVICE RD       ,DEPT 595 AIRCRAFT REGISTRATIONS  ,ATLANTA           ,GA,303543743 ,7,121,US,20230728,20190429,1T        ,5,5,V ,52640370.0, ,20150625,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290430,1180133,                              ,                    ,AB40F8    ,30073,GE        ,CF6-80E1A4   ,5 ,0.0,66870.0,3940070,AIRBUS                        ,A330-302            ,5,5.0,1.0,0.0,2.0,451.0,CLASS 3,0.0,A46NM          ,AIRBUS SAS                                        ,2023.0,Hartsfield-Jackson Atlanta International,"Atlanta, GA",33.63666667,-84.42777778,Minneapolis-St Paul International,"Minneapolis, MN",44.88194444,-93.22166667
88,2019,3,9,24,2,2019-09-24 00:00:00,WN,8303R,873,33830,OGG,32134,HNL,0705,0703,-2,0,0,-1,0700-0759,8,0711,0733,4,0745,0737,-8,0,0,-1,0700-0759,0,,0,40,34,22,1,100,1,0,0,0,0,0,0,8303R,36681                         ,138440A,13078,2012,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230505,20120427,1T        ,5,5,V ,52655453.0, ,20120414,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280430,1077928,                              ,                    ,AB5B2B    ,13078,CFM INTL  ,CFM56-7B27E  ,5 ,0.0,27300.0,138440A,BOEING                        ,737-8H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Kahului Airport,"Kahului, HI",20.89861111,-156.43055556,Daniel K Inouye International,"Honolulu, HI",21.31777778,-157.92027778
