,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginCityMarketID,Origin,DestCityMarketID,Dest,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DivAirportLandings,N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,TYPE REGISTRANT,NAME,STREET,STREET2,CITY,STATE,ZIP CODE,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,OTHER NAMES(1),OTHER NAMES(2),OTHER NAMES(3),OTHER NAMES(4),OTHER NAMES(5),EXPIRATION DATE,UNIQUE ID,KIT MFR, KIT MODEL,MODE S CODE HEX,CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,CODE_aircraft,MFR_aircraft,MODEL_aircraft,TYPE-ACFT,TYPE-ENG,AC-CAT,BUILD-CERT-IND,NO-ENG,NO-SEATS,AC-WEIGHT,SPEED,TC-DATA-SHEET,TC-DATA-HOLDER,faa_registration_origin,Origin_DISPLAY_AIRPORT_NAME,Origin_DISPLAY_AIRPORT_CITY_NAME_FULL,Origin_LATITUDE,Origin_LONGITUDE,Dest_DISPLAY_AIRPORT_NAME,Dest_DISPLAY_AIRPORT_CITY_NAME_FULL,Dest_LATITUDE,Dest_LONGITUDE
36,2015,1,1,20,2,2015-01-20 00:00:00,WN,234WN,896,30852,BWI,30423,AUS,0755,0752,-3,0,0,-1,0700-0759,15,0807,1027,5,1050,1032,-18,0,0,-2,1000-1059,0,,0,235,220,200,1,1342,6,0,0,0,0,0,0,234WN,32502                         ,1384404,13802,2006,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230428,20060501,1T        ,5,5,V ,50414535.0, ,20060324,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270630,191459,                              ,                    ,A2195D    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",39.17583333,-76.66888889,Austin - Bergstrom International,"Austin, TX",30.19444444,-97.67
37,2018,2,5,31,4,2018-05-31 00:00:00,9E,8980A,5182,30397,ATL,31641,FAY,1149,1150,1,1,0,0,1100-1159,22,1212,1306,4,1309,1310,1,1,0,0,1300-1359,0,,0,80,80,54,1,331,2,0,0,0,0,0,0,8980A,7980                          ,1390008,30070,2004,3,DELTA AIR LINES INC                               ,DEPT 595 AIRCRAFT REGISTRATIONS  ,1775 MH JACKSON SERVICE RD       ,ATLANTA           ,GA,30354     ,7,121,US,20230105,20230105,1T        ,5,5,V ,53062545.0, ,20060913,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300131,138479,                              ,                    ,AC6565    ,30070,GE        ,CF34-3B1     ,5 ,0.0,9220.0,1390008,BOMBARDIER INC                ,CL-600-2B19         ,5,5.0,1.0,0.0,2.0,55.0,CLASS 3,0.0,               ,                                                  ,2023.0,Hartsfield-Jackson Atlanta International,"Atlanta, GA",33.63666667,-84.42777778,Fayetteville Regional/Grannis Field,"Fayetteville, NC",34.99111111,-78.88027778
38,2023,2,5,29,1,2023-05-29 00:00:00,WN,945WN,1949,30423,AUS,30194,DAL,1000,0957,-3,0,0,-1,1000-1059,11,1008,1047,3,1100,1050,-10,0,0,-1,1100-1159,0,,0,60,53,39,1,189,1,0,0,0,0,0,0,945WN,36660                         ,1384404,13074,2010,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DRIVE            ,HDQ-4GC                          ,DALLAS            ,TX,75235     ,2,113,US,20230121,20100406,1T        ,5,5,V ,53220674.0, ,20100331,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300331,1044925,                              ,                    ,AD21BC    ,13074,CFM INTL  ,CFM56-7B24/3 ,5 ,0.0,22800.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Austin - Bergstrom International,"Austin, TX",30.19444444,-97.67,Dallas Love Field,"Dallas, TX",32.84583333,-96.85083333
39,2023,1,2,10,5,2023-02-10 00:00:00,F9,609FR,106,31454,MCO,34819,SJU,0600,0549,-11,0,0,-1,0600-0659,13,0602,0924,5,0953,0929,-24,0,0,-2,0900-0959,0,,0,173,160,142,1,1189,5,0,0,0,0,0,0,609FR,11149                         ,3930915,     ,    ,3,WILMINGTON TRUST CO TRUSTEE                       ,RODNEY SQUARE NORTH              ,1100 N MARKET ST                 ,WILMINGTON        ,DE,198901605 ,1,003,US,20230201,20230201,          ,5,5,V ,51764473.0, ,        ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300228,1382621,                              ,                    ,A7E93B    ,,,,,,,3930915,AIRBUS                        ,A321-271NX          ,5,5.0,1.0,0.0,2.0,246.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Orlando International,"Orlando, FL",28.42944444,-81.30888889,Luis Munoz Marin International,"San Juan, PR",18.43944444,-66.00222222
40,2021,3,7,26,1,2021-07-26 00:00:00,DL,304DU,459,31703,LGA,34027,PBI,1459,1455,-4,0,0,-1,1400-1459,12,1507,1725,4,1758,1729,-29,0,0,-2,1700-1759,0,,0,179,154,138,1,1035,5,0,0,0,0,0,0,304DU,55080                         ,1400015,51763,2020,3,DELTA AIR LINES INC                               ,DEPT 595 AIRCRAFT REGISTRATIONS  ,1775 MH JACKSON SERVICE RD       ,ATLANTA           ,GA,30354     ,7,121,US,20230324,20201030,1T        ,5,5,V ,50627214.0, ,20201026,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20271031,1327921,                              ,                    ,A32E8C    ,51763,P & W     ,PW1521G SERIE,5 ,0.0,21970.0,1400015,AIRBUS CANADA LP              ,BD-500-1A11         ,5,5.0,1.0,0.0,2.0,153.0,CLASS 3,0.0,T00008NY       ,AIRBUS CANADA LP                                  ,2023.0,LaGuardia,"New York, NY",40.77722222,-73.8725,Palm Beach International,"West Palm Beach/Palm Beach, FL",26.68305556,-80.09555556
41,2019,3,7,10,3,2019-07-10 00:00:00,AS,564AS,519,32575,SNA,30559,SEA,0745,0743,-2,0,0,-1,0700-0759,13,0756,1031,12,1035,1043,8,8,0,0,1000-1059,0,,0,170,180,155,1,978,4,0,0,0,0,0,0,564AS,35103                         ,1384527,13045,2006,3,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC U1228-51                     ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,035,US,20230616,20061113,1T        ,5,5,V ,51632727.0, ,20061108,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20281031,242119,                              ,                    ,A735D7    ,13045,CFM INTL  ,CFM56-7B26   ,5 ,0.0,26300.0,1384527,BOEING                        ,737-890             ,5,5.0,1.0,0.0,2.0,149.0,CLASS 3,0.0,               ,                                                  ,2023.0,John Wayne Airport-Orange County,"Santa Ana, CA",33.67555556,-117.86833333,Seattle/Tacoma International,"Seattle, WA",47.45,-122.31166667
42,2015,4,12,2,3,2015-12-02 00:00:00,EV,14558,4251,30977,ORD,35096,SYR,1851,1932,41,41,1,2,1800-1859,19,1951,2215,5,2140,2220,40,40,1,2,2100-2159,0,,0,109,108,84,1,607,3,11,0,0,0,29,0,14558,145598                        ,3260212,     ,    ,7,DELUX PUBLIC CHARTER LLC                          ,1341 W MOCKINGBIRD LN #600E      ,                                 ,DALLAS            ,TX,75247     ,2,113,US,20220818,20220818,          ,5,5,V ,50134153.0, ,        ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20250831,267301,                              ,                    ,A0B86B    ,,,,,,,3260212,EMBRAER                       ,EMB-145LR           ,5,5.0,1.0,0.0,2.0,55.0,CLASS 2,0.0,               ,                                                  ,2022.0,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556,Syracuse Hancock International,"Syracuse, NY",43.11111111,-76.10638889
43,2016,4,10,18,2,2016-10-18 00:00:00,EV,12567,3855,31703,EWR,34321,PWM,0630,0623,-7,0,0,-1,0600-0659,17,0640,0727,6,0748,0733,-15,0,0,-1,0700-0759,0,,0,78,70,47,1,284,2,0,0,0,0,0,0,12567,145623                        ,3260212,54571,2002,3,WILMINGTON TRUST CO TRUSTEE                       ,ATTN: CORP TRUST ADMINISTRATION  ,1100 N MARKET ST                 ,WILMINGTON        ,DE,198901100 ,1,003,US,20190822,20190822,1T        ,5,5,V ,50064617.0, ,20020802,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20220831,844197,                              ,                    ,A0698F    ,54571,ROLLS-ROYC,AE 3007A1P   ,5 ,0.0,8338.0,3260212,EMBRAER                       ,EMB-145LR           ,5,5.0,1.0,0.0,2.0,55.0,CLASS 2,0.0,,,2019.0,Newark Liberty International,"Newark, NJ",40.6925,-74.16861111,Portland International Jetport,"Portland, ME",43.64555556,-70.30861111
44,2019,4,10,14,1,2019-10-14 00:00:00,DL,306DN,1841,31650,MSP,31884,GEG,1951,1950,-1,0,0,-1,1900-1959,28,2018,2100,4,2055,2104,9,9,0,0,2000-2059,0,,0,184,194,162,1,1175,5,0,0,0,0,0,0,306DN,7165                          ,3940005,13101,2016,3,DELTA AIR LINES INC                               ,1775 M H JACKSON SERVICE RD      ,DEPT 595 AIRCRAFT REGISTRATION   ,ATLANTA           ,GA,303543743 ,7,121,US,20230818,20160714,1T        ,5,5,V ,50632764.0, ,20160715,DEPT 595 AIRCRAFT REGISTRATIONS                   ,                                                  ,                                                  ,                                                  ,                                                  ,20290731,1220555,                              ,                    ,A335F4    ,13101,CFM INTL  ,CFM56-5B3/3  ,5 ,0.0,32000.0,3940005,AIRBUS                        ,A321-211            ,5,5.0,1.0,0.0,2.0,199.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Minneapolis-St Paul International,"Minneapolis, MN",44.88194444,-93.22166667,Spokane International,"Spokane, WA",47.61916667,-117.53527778
45,2022,4,11,20,7,2022-11-20 00:00:00,WN,8527Q,1773,32211,LAS,33570,SAN,1400,1404,4,4,0,0,1400-1459,25,1429,1511,2,1510,1513,3,3,0,0,1500-1559,0,,0,70,69,42,1,258,2,0,0,0,0,0,0,8527Q,36946                         ,1384414,13100,2017,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230122,20170411,1T        ,5,5,V ,52731042.0, ,20170323,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270430,1230265,                              ,                    ,ABB222    ,13100,CFM INTL  ,CFM56-7B27E/F,5 ,0.0,27300.0,1384414,BOEING                        ,737-800             ,5,5.0,1.0,0.0,2.0,189.0,CLASS 3,0.0,A16WE          ,BOEING CO                                         ,2023.0,Harry Reid International,"Las Vegas, NV",36.08,-115.15222222,San Diego International,"San Diego, CA",32.73361111,-117.18972222
46,2019,2,5,9,4,2019-05-09 00:00:00,WN,773SA,1471,32575,LAX,30466,PHX,1730,1823,53,53,1,3,1700-1759,14,1837,1942,5,1855,1947,52,52,1,3,1800-1859,0,,0,85,84,65,1,370,2,7,0,0,0,45,0,773SA,27881                         ,1384404,13802,2000,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230421,20000804,1T        ,5,5,V ,52472675.0, ,20000705,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280229,246072,                              ,                    ,AA75BD    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667
47,2017,3,9,23,6,2017-09-23 00:00:00,WN,457WN,5415,30397,ATL,30852,DCA,0920,0916,-4,0,0,-1,0900-0959,16,0932,1050,4,1105,1054,-11,0,0,-1,1100-1159,0,,0,105,98,78,1,547,3,0,0,0,0,0,0,457WN,33856                         ,1384404,13802,2004,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR               ,HDQ-4GC                          ,DALLAS            ,TX,75235     ,2,113,US,20230122,20040511,1T        ,5,5,V ,51307036.0, ,20040408,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270630,60059,                              ,                    ,A58E1E    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Hartsfield-Jackson Atlanta International,"Atlanta, GA",33.63666667,-84.42777778,Ronald Reagan Washington National,"Washington, DC",38.85138889,-77.03777778
48,2019,3,7,3,3,2019-07-03 00:00:00,9E,147PQ,3317,33105,CVG,31703,JFK,1500,1455,-5,0,0,-1,1500-1559,12,1507,1640,19,1714,1659,-15,0,0,-1,1700-1759,0,,0,134,124,93,1,589,3,0,0,0,0,0,0,147PQ,15147                         ,1390016,30050,2007,3,DELTA AIR LINES INC                               ,1775 MH JACKSON SERVICE RD       ,DEPT 595 AIRCRAFT REGISTRATIONS  ,ATLANTA           ,GA,30354     ,7,121,US,20230105,20140218,1T        ,5,5,V ,50137005.0, ,20071031,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300228,432009,                              ,                    ,A0BE05    ,30050,GE        ,CF34-8C5     ,5 ,0.0,14510.0,1390016,BOMBARDIER INC                ,CL-600-2D24         ,5,5.0,1.0,0.0,2.0,95.0,CLASS 3,0.0,               ,                                                  ,2023.0,Cincinnati/Northern Kentucky International,"Cincinnati, OH",39.04888889,-84.66777778,John F. Kennedy International,"New York, NY",40.64,-73.77861111
49,2015,2,4,4,6,2015-04-04 00:00:00,WN,360SW,2601,32896,LBB,30423,AUS,1325,1319,-6,0,0,-1,1300-1359,8,1327,1417,5,1430,1422,-8,0,0,-1,1400-1459,0,,0,65,63,50,1,341,2,0,0,0,0,0,0,360SW,26571                         ,138447K,13802,1992,3,JET TRAN LLC                                      ,1449 AIRPARK                     ,                                 ,HORSESHOE BAY     ,TX,786575703 ,2,031,US,20170209,20170209,1T        ,5,5,V ,51006761.0, ,19920615,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20200229,943762,                              ,                    ,A40DF1    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,138447K,BOEING                        ,737-3H4             ,5,5.0,1.0,0.0,2.0,149.0,CLASS 3,0.0,,,2017.0,Lubbock Preston Smith International,"Lubbock, TX",33.66361111,-101.82055556,Robert Mueller Municipal,"Austin, TX",30.29805556,-97.70138889
50,2018,3,8,22,3,2018-08-22 00:00:00,AA,724UW,1683,30423,AUS,34100,PHL,1356,1351,-5,0,0,-1,1300-1359,12,1403,1809,10,1830,1819,-11,0,0,-1,1800-1859,0,,0,214,208,186,1,1430,6,0,0,0,0,0,0,724UW,1122                          ,3930323,13802,1999,3,UMB BANK NA TRUSTEE                               ,6440 S MILLROCK DR STE 400       ,                                 ,SALT LAKE CITY    ,UT,841215058 ,S,035,US,20230902,20220907,1T        ,5,5,V ,52332077.0, ,19991206,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290930,216042,                              ,                    ,A9B43F    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,3930323,AIRBUS INDUSTRIE              ,A319-112            ,5,5.0,1.0,0.0,2.0,179.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Austin - Bergstrom International,"Austin, TX",30.19444444,-97.67,Philadelphia International,"Philadelphia, PA",39.87194444,-75.24055556
51,2019,4,11,10,7,2019-11-10 00:00:00,UA,67845,717,30721,BOS,32575,LAX,1802,1801,-1,0,0,-1,1800-1859,23,1824,2132,7,2144,2139,-5,0,0,-1,2100-2159,0,,0,402,398,368,1,2611,11,0,0,0,0,0,0,67845,42185                         ,13848A3,13078,2015,3,UNITED AIRLINES INC                               ,233 S WACKER DR                  ,                                 ,CHICAGO           ,IL,606067147 ,C,031,US,20230421,20150220,1T        ,5,5,V ,52176162.0, ,20150218,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280229,1168764,                              ,                    ,A8FC72    ,13078,CFM INTL  ,CFM56-7B27E  ,5 ,0.0,27300.0,13848A3,BOEING                        ,737-924ER           ,5,5.0,1.0,0.0,2.0,191.0,CLASS 3,0.0,               ,                                                  ,2023.0,Logan International,"Boston, MA",42.36305556,-71.00638889,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556
52,2018,1,1,18,4,2018-01-18 00:00:00,DL,717TW,2531,32575,LAX,30721,BOS,0800,0756,-4,0,0,-1,0800-0859,10,0806,1627,5,1641,1632,-9,0,0,-1,1600-1659,0,,0,341,336,321,1,2611,11,0,0,0,0,0,0,717TW,28485                         ,1384908,52117,1999,3,DELTA AIR LINES INC                               ,1775 MH JACKSON SERVICE RD       ,DEPT 595 AIRCRAFT REGISTRATIONS  ,ATLANTA           ,GA,30354     ,7,121,US,20230909,20191001,1T        ,5,5,V ,52313714.0, ,19990314,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291031,343627,                              ,                    ,A997CC    ,52117,P & W     ,PW2037       ,5 ,0.0,37530.0,1384908,BOEING                        ,757-231             ,5,5.0,1.0,0.0,2.0,178.0,CLASS 3,0.0,               ,                                                  ,2023.0,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556,Logan International,"Boston, MA",42.36305556,-71.00638889
53,2018,3,9,15,6,2018-09-15 00:00:00,OO,445SW,7394,34614,SLC,34794,SGU,1347,1354,7,7,0,0,1300-1359,16,1410,1457,3,1451,1500,9,9,0,0,1400-1459,0,,0,64,66,47,1,272,2,0,0,0,0,0,0,445SW,7651                          ,1390008,30015,2002,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,SAINT GEORGE      ,UT,847902085 ,S,053,US,20230610,20180910,1T        ,5,5,V ,51257325.0, ,20020620,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280930,927341,                              ,                    ,A55ED5    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390008,BOMBARDIER INC                ,CL-600-2B19         ,5,5.0,1.0,0.0,2.0,55.0,CLASS 3,0.0,               ,                                                  ,2023.0,Salt Lake City International,"Salt Lake City, UT",40.78833333,-111.97777778,St George Regional,"St. George, UT",37.03638889,-113.51027778
54,2021,1,3,11,4,2021-03-11 00:00:00,AA,354PT,315,34027,PBI,30194,DFW,1134,1125,-9,0,0,-1,1100-1159,25,1150,1339,5,1400,1344,-16,0,0,-2,1400-1459,0,,0,206,199,169,1,1102,5,0,0,0,0,0,0,354PT,31275                         ,1384414,13804,2017,3,AMERICAN AIRLINES INC                             ,1 SKYVIEW DR                     ,MD 8B369                         ,FORT WORTH        ,TX,76155     ,2,439,US,20230324,20171010,1T        ,5,5,V ,50772400.0, ,20171010,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20271031,1255761,                              ,                    ,A3F500    ,13804,CFM INTL  ,CFM56-7B24E  ,5 ,0.0,24200.0,1384414,BOEING                        ,737-800             ,5,5.0,1.0,0.0,2.0,189.0,CLASS 3,0.0,A16WE          ,BOEING CO                                         ,2023.0,Palm Beach International,"West Palm Beach/Palm Beach, FL",26.68305556,-80.09555556,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",32.89722222,-97.03777778
55,2018,4,12,14,5,2018-12-14 00:00:00,YV,952LR,5945,30466,PHX,30140,ABQ,1330,1325,-5,0,0,-1,1300-1359,26,1351,1437,5,1441,1442,1,1,0,0,1400-1459,0,,0,71,77,46,1,328,2,0,0,0,0,0,0,952LR,15373                         ,1390016,30050,2015,3,MESA AIRLINES INC                                 ,410 N 44TH ST STE 700            ,                                 ,PHOENIX           ,AZ,850087608 ,4,013,US,20230519,20150629,1T        ,5,5,V ,53236437.0, ,20150629,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280630,1184043,                              ,                    ,AD3D1F    ,30050,GE        ,CF34-8C5     ,5 ,0.0,14510.0,1390016,BOMBARDIER INC                ,CL-600-2D24         ,5,5.0,1.0,0.0,2.0,95.0,CLASS 3,0.0,               ,                                                  ,2023.0,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667,Albuquerque International Sunport,"Albuquerque, NM",35.03888889,-106.60833333
56,2018,1,3,5,1,2018-03-05 00:00:00,OO,193SY,3450,32457,SJC,32575,LAX,1550,1539,-11,0,0,-1,1500-1559,17,1556,1646,29,1725,1715,-10,0,0,-1,1700-1759,0,,0,95,96,50,1,308,2,0,0,0,0,0,0,193SY,17000690                      ,3260415,30061,2017,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,SAINT GEORGE      ,UT,847902085 ,S,053,US,20230317,20170927,1T        ,5,5,V ,50272367.0, ,20170928,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270930,1264117,                              ,                    ,A174F7    ,30061,GE        ,CF34-8E5     ,5 ,0.0,14510.0,3260415,EMBRAER S A                   ,ERJ 170-200 LR      ,5,5.0,1.0,0.0,2.0,88.0,CLASS 3,0.0,               ,                                                  ,2023.0,Norman Y. Mineta San Jose International,"San Jose, CA",37.36305556,-121.92861111,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556
57,2017,4,11,17,5,2017-11-17 00:00:00,WN,954WN,6701,30721,BOS,30852,BWI,0855,0854,-1,0,0,-1,0800-0859,18,0912,1009,3,1030,1012,-18,0,0,-2,1000-1059,0,,0,95,78,57,1,369,2,0,0,0,0,0,0,954WN,36669                         ,1384404,13074,2011,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230120,20110317,1T        ,5,5,V ,53242604.0, ,20110210,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20300331,1059810,                              ,                    ,AD4584    ,13074,CFM INTL  ,CFM56-7B24/3 ,5 ,0.0,22800.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,Logan International,"Boston, MA",42.36305556,-71.00638889,Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",39.17583333,-76.66888889
58,2022,1,3,20,7,2022-03-20 00:00:00,9E,331PQ,4641,30581,BGR,31703,LGA,0720,0713,-7,0,0,-1,0700-0759,10,0723,0832,4,0908,0836,-32,0,0,-2,0900-0959,0,,0,108,83,69,1,378,2,0,0,0,0,0,0,331PQ,15331                         ,1390016,30050,2014,3,BANK OF UTAH TRUSTEE                              ,50 SOUTH 200 EAST STE 110        ,                                 ,SALT LAKE CITY    ,UT,84111     ,S,035,US,20230122,20200626,1T        ,5,5,V ,50715332.0, ,20140912,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270630,1159462,                              ,                    ,A39ADA    ,30050,GE        ,CF34-8C5     ,5 ,0.0,14510.0,1390016,BOMBARDIER INC                ,CL-600-2D24         ,5,5.0,1.0,0.0,2.0,95.0,CLASS 3,0.0,               ,                                                  ,2023.0,Bangor International,"Bangor, ME",44.8075,-68.82805556,LaGuardia,"New York, NY",40.77722222,-73.8725
59,2019,1,2,17,7,2019-02-17 00:00:00,OH,218PS,5503,31703,LGA,31267,DAY,1813,1821,8,8,0,0,1800-1859,16,1837,2027,5,2022,2032,10,10,0,0,2000-2059,0,,0,129,131,110,1,549,3,0,0,0,0,0,0,218PS,7885                          ,1390008,30015,2003,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,053,US,20230414,20210106,1T        ,5,5,V ,50354220.0, ,20040107,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280131,85459,                              ,                    ,A1D890    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390008,BOMBARDIER INC                ,CL-600-2B19         ,5,5.0,1.0,0.0,2.0,55.0,CLASS 3,0.0,               ,                                                  ,2023.0,LaGuardia,"New York, NY",40.77722222,-73.8725,James M Cox/Dayton International,"Dayton, OH",39.90222222,-84.21944444
60,2019,2,4,23,2,2019-04-23 00:00:00,UA,823UA,1781,31453,IAH,33192,SMF,0945,0939,-6,0,0,-1,0900-0959,25,1004,1144,5,1157,1149,-8,0,0,-1,1100-1159,0,,0,252,250,220,1,1609,7,0,0,0,0,0,0,823UA,0952                          ,3930317,34601,1998,3,UNITED AIRLINES INC                               ,ATTN TREASURER WILLIS TOWER      ,233 S WACKER DR                  ,CHICAGO           ,IL,606067147 ,C,031,US,20230728,20130401,1T        ,5,4,V ,52636703.0, ,19990226,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290430,13667,                              ,                    ,AB3DC3    ,34601,IAE       ,V2500SERIES  ,4 ,0.0,25000.0,3930317,AIRBUS INDUSTRIE              ,A319-131            ,5,4.0,1.0,0.0,2.0,179.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,George Bush Intercontinental/Houston,"Houston, TX",29.98444444,-95.34138889,Sacramento International,"Sacramento, CA",38.69555556,-121.59083333
61,2019,1,1,8,2,2019-01-08 00:00:00,AA,120EE,2364,30977,ORD,32575,LAX,1635,1629,-6,0,0,-1,1600-1659,22,1651,1855,9,1906,1904,-2,0,0,-1,1900-1959,0,,0,271,275,244,1,1744,7,0,0,0,0,0,0,120EE,6227                          ,3930402,34611,2014,3,WELLS FARGO TRUST CO NA TRUSTEE                   ,299 S MAIN ST 5TH FL MAC U1228-51,                                 ,SALT LAKE CITY    ,UT,84111     ,S,035,US,20230317,20140902,1T        ,5,5,V ,50052033.0, ,20140903,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270930,1154002,                              ,                    ,A0541B    ,34611,IAE       ,V2533-A5     ,5 ,0.0,31600.0,3930402,AIRBUS INDUSTRIE              ,A321-231            ,5,5.0,1.0,0.0,2.0,379.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556,Los Angeles International,"Los Angeles, CA",33.9425,-118.40805556
